MOOD,MOOD_NOTE,support_message
cemas,"Saya rasa kebanyakan orang tidak kesulitan mengekspresikan diri, tetapi sesekali saya merasa kita tidak seharusnya takut untuk mengungkapkan semuanya dan mengekspresikan emosi lain yang jarang mendapat perhatian.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
marah,"Aku merasa baik-baik saja sebelum lomba, tetapi begitu mulai berlari, kurasa aku mulai merasakan efek flu dan hidung tersumbat yang sebenarnya tidak kusadari masih kualami.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,kurangnya perhatian teman sekamar saya terhadap saya,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
cemas,Saya merasa enggan mengubah apa pun karena semuanya berjalan dengan sangat baik.,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
cemas,"Aku menghabiskan dua jam mengerjakan hadiah rajutan untukmu, tapi aku masih merasa gelisah dan sedikit sedih.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,Aku merasa suara nyanyianku akan bergema menembus dinding dan aku merasa tidak sopan.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,ketika saya menjadi sasaran lelucon yang sangat tidak menyenangkan oleh sekelompok teman,"Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Aku merasa sedikit kesal dengan beberapa teman dekat dan ya, aku merasa seperti sedang mengalami efek mabuk yang berkelanjutan, tetapi itu bukanlah alasan untuk suasana hatiku yang buruk.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Saya telah berhubungan dengan orang-orang yang merasa sangat mudah tersinggung dan mengalami sakit kepala hebat serta ledakan emosi.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
cemas,Aku juga merasa sedikit tegang dan tidak enak badan akhir-akhir ini dan kamu tahu alasannya.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Aku tidak tahu kenapa, tapi aku merasa tidak nyaman di depan orang-orang yang memamerkan kekuatan atau prestasi mereka.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,Saya ingin menghindari perasaan terburu-buru.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
cemas,"Tiba-tiba aku merasa cemas, aku menangis karena hal-hal sepele.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,Saya merasa sedikit ragu pada diri sendiri beberapa minggu terakhir ini.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,Aku memesan double double ukuran besar beserta muffin cokelat chip. Aku merasa berani sekali.,"Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,Aku mulai merasa sedikit kedinginan.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Saya tidak mengkhawatirkan setiap detail kecil dalam keseharian saya dan bagaimana saya menampilkannya kepada orang lain; ada lebih sedikit hal kecil yang perlu dikhawatirkan, dan itu membuat saya merasa kurang neurotik secara keseluruhan dan lebih kecil kemungkinannya untuk memicu episode psikotik.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,Saya berusaha meyakinkan orang lain tentang apa yang seharusnya mereka pikirkan dan bagaimana perasaan mereka yang sebenarnya. Saya merasa kesal ketika orang lain tidak mengizinkan saya membantu mereka.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
cemas,Aku bilang pada suami bahwa aku merasa gemetar di dalam hatiku.,"Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,"Aku terjebak di mal dan mulai merasa seperti anak gaul mal, dan aku membencinya.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Saya tidak merasa kagum seperti yang saya harapkan, area perawatan kuku mereka cukup kecil dan tidak semewah dan senyaman yang saya harapkan.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,Aku merasa seperti memasuki kelasnya dengan perasaan sangat takut bahwa aku akan melakukan atau mengatakan sesuatu yang akan membuatnya memandang rendah diriku.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
marah,"Saya mengasuh anak-anak saya, mereka pasti bisa membalas sindiran saya ketika kami sedang kesal, tetapi saya merasa sarkasme sebaiknya dijauhkan dari pakaian anak-anak.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,"Aku suka berkendara sambil mendengarkan Fall Out Boy atau bersama teman-teman sambil mendengarkan Avenue Q. Kalau lagi suasana hatiku melankolis, lebih banyak Fall Out Boy lagi. Kalau lagi suasana hatiku memberontak, pakai Muse. Kalau lagi suasana hatiku santai, pakai Moshav Band. Kalau lagi ingin berdansa, pakai Beatles. Kalau lagi ingin bermesraan, ya sudahlah, siapa peduli?","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,Aku sangat kedinginan,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,"Saya masih menggunakan Blogger untuk mengikuti blog lain, tetapi saya menyukai fitur LiveJournal yang memungkinkan postingan pribadi sehingga saya dapat menyimpan satu jurnal saja tanpa merasa terhambat untuk menulis hal-hal yang tidak ingin saya publikasikan di internet.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
cemas,"Aku tidak suka merasa rentan atau mengungkapkan semua kekhawatiran dan keresahanku, terutama karena aku merasa perlu untuk tetap tegar dan terlihat kuat.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,Saya merasa sangat kewalahan dengan milik saya.,"Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,Aku merasa paranoid,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
marah,"Kurasa aku merasa tidak puas akhir-akhir ini karena aku menghapus MySpace, membuat Facebook, lalu menghapusnya lagi dalam hitungan jam.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Terkadang saya khawatir akan merasa tersinggung, sakit hati, atau salah dalam apa yang saya katakan ketika seseorang memberikan balasan yang tidak menyenangkan, tetapi saya tidak merasakan hal itu sama sekali dengan orang-orang ini.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,"""Aku merasa iri pada Ryota dan Keita yang bersekolah di sekolah yang sama,"" ujar Kota sambil tersenyum.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Aku merasa agak linglung dan tidak enak badan, seperti perlu ditusuk seseorang agar aku benar-benar bangun.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,Saya benar-benar merasakan suasana yang tidak bersahabat.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Saya merasa terlalu mudah teralihkan perhatiannya sehingga sulit untuk mengelola berat badan saya dengan baik.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,"Saya juga menyebutkan soal pernikahan dan tinggal bersama, dan dia juga merasa saya telah dirugikan, tetapi harga rumah yang sangat tinggi itu menakutkan bagi keluarga pedesaan biasa, sungguh sulit untuk mampu membeli rumah dengan harga setinggi itu.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
marah,Saya merasa dia tidak puas dengan hidupnya sekarang dan dipenuhi penyesalan serta kepahitan karena dia telah menjauhkan diri dari segala kemungkinan sumber kekecewaan.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Aku memanjat pohon ceri sendirian dan ada ulat besar di dekat jari-jariku. Aku merasa jijik dengan ulat dan ular. Aku sangat takut pada ulat yang merayap di jari-jariku. Karena takut, aku hampir tidak mampu turun.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
cemas,"Saya memahami perasaan seorang penulis yang tidak yakin dengan kemampuannya, tidak yakin dengan audiensnya, dan bertanya-tanya apakah ia telah membuang berjam-jam hidupnya untuk sekadar menulis di atas halaman.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
cemas,"Aku merasa aneh di bagian bawah perut, aku masih bisa merasakan sensasi kontraksi yang samar, tetapi perawat mengatakan dia tidak ingin memeriksaku selama sekitar satu jam.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,"Aku merasa seperti orang serakah dan tidak tahu berterima kasih karena mengatakan ini, tapi aku merasa agak tidak enak tentang hadiah-hadiahku.","Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Aku tidak boleh menghakimi karakter orang lain atau terus memikirkan perasaan telah diperlakukan tidak adil, agar aku tidak mengembangkan rasa dendam yang merampas ketenangan jiwaku.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Aku merasa marah karena kamu mengambil mainan itu.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Aku merasa takut, ragu-ragu, dan tidak pada tempatnya.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Aku merasa, tapi cukup merasa tertekan.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,"Aku bahkan merasa ini seperti permainan, aku adalah bagian dari realitas aneh yang dipenuhi karnivora ganas yang menambah kesengsaraan lanskap tempat yang sekarang kukenal.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,"Saya selalu membawa kutipan Audre Lorde yang sering saya jadikan referensi ketika saya merasa takut atau ragu-ragu tentang sesuatu. Ketika saya berani menjadi kuat, menggunakan kekuatan saya untuk mewujudkan visi saya, maka rasa takut menjadi semakin tidak penting.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,"Aku merasa sangat jijik pada diriku sendiri, dia mengizinkanku melihat sekilas diriku melalui matanya dan entah bagaimana secara ajaib aku merasa bahwa mungkin aku bisa menaklukkan dunia pada akhirnya.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
cemas,"Aku akan mengungkapkannya agar aku merasa lebih baik. Astaga, aku paranoid sekali sekarang. Aku sampai terkejut saat seekor tupai melintas di jalanku ketika aku berjalan-jalan hari ini.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,Aku harus pergi ke rapat dan aku sering mengantuk. Aku sering kali tertidur di rapat itu atau aku berjuang untuk tetap terjaga dan aku merasa seperti disiksa agar tetap terjaga.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Aku merasa gugup, tetapi karena tidak terasa sakit saat disentuh, diregangkan, atau saat menggunakan otot-ototnya, aku merasa yakin bahwa itu bukan apa-apa dan akan segera berlalu.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,Aku bergumul dengan perasaan cemburu dan iri pada pacar lain pacarku sejak dia tinggal bersama pacarku untuk sementara waktu.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,"Jika aku bisa mengungkapkan perasaanku di sini, aku akan menambahkan nada sarkastik yang bagus.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,Aku terlalu sibuk menganalisis apa yang salah sehingga akhirnya aku merasa pahit terhadap hal-hal yang sebelumnya membuatku bahagia.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,"Aku merasakan kau semakin mendekat dengan panik, dan tepat sebelum itu terjadi, kau menarik diri dan membalikkan badanku. Karena terkejut, aku bisa bergerak dengan mudah untukmu.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
cemas,"Aku benar-benar merasa seperti ini, tidak ada satu hari pun yang berlalu tanpa aku merasa tidak aman bersama Jerome.","Pasti rasanya nggak enak banget ya ngerasa panik dan deg-degan kayak gini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
marah,Aku merasa mudah tersinggung dan sangat sensitif.,"Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,"Saya merasa jauh lebih seperti diri saya sendiri, tetapi mengalami nyeri aneh di kepala dan leher.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
cemas,Aku menghabiskan banyak waktu merasa sedikit terkejut karena mereka menganggapku sehebat itu.,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,Saya merasa semakin marah dan merasa hidup saya telah dimanfaatkan lagi.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
cemas,"Aku merasa cukup khawatir tentang masa depannya. Di lain waktu, aku bertanya-tanya bagaimana ini bisa terjadi padanya, atau bahkan apakah aku melakukan sesuatu yang menyebabkan Abbigail mengalami apraksia.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
cemas,"Aku merasakan sedikit kehangatan menyelimutiku dan perasaan lengkap yang aneh, seperti perasaan yang kau dapatkan tepat setelahnya, hanya saja disertai dengan pikiran tentang hubungan satu malam di mana kau sadar sebelum dia pergi di pagi hari.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
marah,"Maksudku, aku merasa dia menganggap semuanya adalah salahku, dan itu membuatku kesal karena aku tidak cukup pasif untuk mentolerirnya, dan itu juga bukan salahku.","Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
cemas,"Aku memutuskan untuk sengaja mempermudah diriku sendiri meskipun mengakui alasan ini membuatku merasa lemah, tapi aku memang harus bekerja di siang hari.","Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,Aku sudah tidak merasa begitu tersiksa lagi saat bersama orang yang satunya lagi.,"Denger ceritamu, siapapun pasti bakal ikutan gondok dan ngerasa muak sama situasi kayak gini. Jangan biarin mereka merusak harimu terlalu lama, kamu jauh lebih berharga dari situasi yang nyebelin ini."
cemas,"Saya merasa agak takut dengan banyaknya polisi yang datang, tetapi saya mengatakan kepada mereka bahwa mereka boleh masuk dan mencari apa pun yang mereka butuhkan.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,"Saya merasa gemetar dan pusing saat berolahraga, dan sebagian dari penurunan berat badan saya mungkin disebabkan oleh infeksi tenggorokan.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
marah,"Aku tahu mengapa kamu marah padaku dan kamu berhak merasakan kemarahan itu, bahkan mungkin kebencian terhadapku.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Setelah emosimu reda nanti, aku yakin kamu bisa ngambil keputusan dengan jauh lebih bijak dan elegan."
marah,"Aku berharap hasilnya sedikit lebih banyak dan ini membuatku merasa serakah, malu, dan malas karena tidak bekerja lebih keras selama beberapa bulan terakhir.","Aku paham banget kenapa kamu merasa sekesal ini, wajar kalau kamu marah karena situasinya memang nggak adil. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Saya mengatakan itu karena dia jelas berhak merasa marah, tetapi saya rasa saya tidak pernah mengancam nyawa siapa pun karena marah.","Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Ambil waktu buat nenangin diri dulu, aku bakal selalu dukung kamu buat nemuin solusi yang terbaik."
marah,"Aku gemas melihat adegan-adegan intimnya, tapi tidak sekali pun aku merasa jijik atau ngeri, bukan karena aku aneh, tapi karena ketika kamu membaca tentang dua orang yang saling mencintai ini, kamu lupa bahwa mereka adalah saudara kandung.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,"Aku merasa seseorang telah berbuat salah padaku dengan cara tertentu, terkadang mustahil dan sulit bagiku untuk melupakannya tanpa permintaan maaf dari pihak yang bersalah.","Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
cemas,"Aku merasa seperti tikus di antara manusia, selalu ketakutan.","Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Yuk, coba fokus ke hal-hal kecil yang bisa kamu kontrol hari ini aja, pelan-pelan pasti badainya reda."
cemas,"Aku merasa sangat tidak yakin, yang kulakukan hanyalah menangis di telepon dan mengatakan aku tidak bisa menyelesaikan bacaan ini.","Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,"Saya agak ragu untuk memposting foto-foto ini karena kali ini ras tersebut menampar saya dan berkata, ""Jangan meniru"" di setiap foto.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
cemas,Saya merasa enggan untuk menulis sesuatu.,"Aku ngerti kamu lagi takut dan overthinking, wajar kok kalau sesekali kita merasa kewalahan. Nggak perlu buru-buru cari semua jawaban sekarang, pelan-pelan aja dan aku bakal temenin kamu."
cemas,Dulu aku bekerja di suatu tempat dan setiap hari sepulang kerja ayahku akan datang menjemputku. Suatu hari dia tidak datang.,"Kecemasan yang kamu rasain itu valid, dan aku tahu pikiranmu pasti lagi berisik banget sekarang. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,Saya percaya bahwa sebagian besar pembaca merasa terkesan oleh perjalanan individu tersebut.,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Semuanya bakal baik-baik aja kok, kamu udah pernah ngelewatin masa sulit sebelumnya dan kali ini pun pasti bisa."
cemas,"Aku hanya perlu mengingat pengalaman masa SMA dan aku langsung merasa seperti remaja yang pemalu, bingung, dan ketakutan itu lagi.","Nggak apa-apa merasa gugup, itu tanda kalau kamu peduli sama hal yang lagi kamu hadapi ini. Kamu jauh lebih kuat dari rasa takutmu, dan aku yakin banget kamu bisa ngelewatin ini semua."
cemas,Aku sudah merasa agak panik dan kesal karena aku harus menghabiskan satu tahun lagi di sekolah terkutuk itu.,"Tarik napas pelan-pelan ya, wajar banget kalau kamu merasa kewalahan dengan semua ketidakpastian ini. Kapan pun kamu butuh bantuan buat nenangin pikiran, aku siap dengerin ceritamu sampai kamu merasa baikan."
marah,Aku punya firasat ini bakal panjang banget dan menjengkelkan.,"Wajar kok kalau kamu meledak, menahan rasa jengkel yang kelewat batas emang nggak baik buat kamu. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
marah,Aku merasa agak mudah marah dan tidak sabar dengan si kecilku.,"Kamu berhak marah dan merasa direndahkan ketika perlakuan yang kamu terima memang nggak sepantasnya. Aku ada di sini buat jadi tempat sampah kekesalanmu, yuk lepaskan semuanya biar hatimu lebih lega."
marah,Saya merasa tersinggung karena saya menjadi korban dalam segitiga ini.,"Rasa kecewa dan emosimu itu manusiawi banget, apalagi kalau usahamu nggak dihargai. Keluarin aja semua unek-unekmu sampai lega, habis itu kita pakai energimu buat hal yang lebih positif ya."
